STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/9/18,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",83,",,W",64,",,W",180,",,W",180,",,W",21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/10/18,9.62,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",89,",,W",67,",,W",180,",,W",190,",,W",18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/11/18,10.07,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",88,",,W",70,",,W",360,",,W",360,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/12/18,7.16,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",83,",,W",68,",,W",160,",,W",320,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/13/18,9.84,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",81,",,W",65,",,W",180,",,W",170,",,W",17,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/14/18,12.08,",,W",,,0.28,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",85,",,W",67,",,W",330,",,W",330,",,W",33.1,",,W",40.9,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/15/18,9.17,",,W",,,0.6,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",82,",,W",69,",,W",300,",,W",300,",,W",17,",,W",21,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/16/18,11.18,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",87,",,W",73,",,W",180,",,W",170,",,W",23.9,",,W",30,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/17/18,10.51,",,W",,,0.68,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",83,",,W",71,",,W",330,",,W",340,",,W",25.1,",,W",33.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/18/18,12.75,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",87,",,W",68,",,W",360,",,W",360,",,W",23.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/19/18,8.72,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",81,",,W",66,",,W",170,",,W",170,",,W",14.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/20/18,8.5,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",80,",,W",66,",,W",150,",,W",150,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/21/18,14.32,",,W",,,0.58,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",77,",,W",66,",,W",90,",,W",70,",,W",28,",,W",36,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/22/18,19.01,",,W",,,0.93,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",78,",,W",71,",,W",90,",,W",100,",,W",33.1,",,W",44.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/23/18,16.78,",,W",,,0.07,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",79,",,W",73,",,W",140,",,W",150,",,W",23.9,",,W",33.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/24/18,17.22,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",83,",,W",74,",,W",140,",,W",150,",,W",23,",,W",31.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/25/18,15.66,",,W",,,0.3,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",81,",,W",72,",,W",160,",,W",160,",,W",25.1,",,W",32,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/26/18,10.96,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",85,",,W",72,",,W",180,",,W",210,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/27/18,7.61,",,W",,,1.17,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",86,",,W",69,",,W",260,",,W",260,",,W",33.1,",,W",40,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/28/18,6.71,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",85,",,W",71,",,W",190,",,W",190,",,W",17,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/29/18,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",83,",,W",71,",,W",200,",,W",200,",,W",18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/30/18,6.04,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",81,",,W",69,",,W",210,",,W",200,",,W",18.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/31/18,7.83,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",79,",,W",67,",,W",140,",,W",140,",,W",15,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/1/18,15.43,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",84,",,W",75,",,W",190,",,W",190,",,W",28,",,W",35.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/2/18,14.32,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",85,",,W",76,",,W",190,",,W",180,",,W",29.1,",,W",34,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/3/18,11.18,",,W",,,0.05,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",84,",,W",73,",,W",200,",,W",200,",,W",25.1,",,W",30,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/4/18,10.96,",,W",,,0.17,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",86,",,W",73,",,W",200,",,W",200,",,W",21,",,W",25.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/5/18,7.83,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",81,"H,,S",88,",,W",73,",,W",200,",,W",200,",,W",17,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/6/18,10.74,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",82,"H,,S",89,",,W",75,",,W",190,",,W",190,",,W",21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/7/18,12.3,",,W",,,0.74,",,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",85,",,W",72,",,W",310,",,W",300,",,W",28,",,W",33.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/8/18,9.62,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",85,",,W",73,",,W",190,",,W",190,",,W",21,",,W",23.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/9/18,9.62,",,W",,,0.3,",,W,2400",0,",,W,2400",0,",,W,2400",82,"H,,S",90,",,W",74,",,W",310,",,W",300,",,W",21.9,",,W",27.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/10/18,8.28,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",86,",,W",69,",,W",230,",,W",220,",,W",21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/11/18,7.61,",,W",,,0.33,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",79,",,W",70,",,W",290,",,W",290,",,W",21.9,",,W",25.9,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/12/18,6.49,",,W",,,1.84,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",83,",,W",71,",,W",70,",,W",50,",,W",19.9,",,W",30,",,W",1,",,W",1,",,W",1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/13/18,9.17,",,W",,,0.6,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",77,",,W",71,",,W",40,",,W",40,",,W",16.1,",,W",21.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/14/18,9.62,",,W",,,0.14,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",82,",,W",70,",,W",230,",,W",240,",,W",21,",,W",23.9,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/15/18,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",89,",,W",71,",,W",300,",,W",310,",,W",17,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/16/18,9.4,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",82,"H,,S",89,",,W",74,",,W",200,",,W",210,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/17/18,11.41,",,W",,,0.03,",,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",85,",,W",74,",,W",180,",,W",180,",,W",23.9,",,W",31.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/18/18,10.29,",,W",,,0.14,",,W,2400",0,",,W,2400",0,",,W,2400",79,"H,,S",86,",,W",71,",,W",240,",,W",240,",,W",23,",,W",28,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/19/18,11.41,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",73,",,W",67,",,W",40,",,W",50,",,W",21.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/20/18,7.16,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",74,",,W",67,",,W",30,",,W",30,",,W",16.1,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/21/18,10.07,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",76,",,W",64,",,W",120,",,W",130,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/22/18,13.2,",,W",,,0.26,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",86,",,W",71,",,W",280,",,W",270,",,W",25.1,",,W",30,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/23/18,11.18,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",80,",,W",66,",,W",330,",,W",330,",,W",19.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/24/18,6.49,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",81,",,W",62,",,W",170,",,W",170,",,W",16.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/25/18,6.49,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",79,",,W",64,",,W",120,",,W",140,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/26/18,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",81,",,W",66,",,W",180,",,W",190,",,W",21,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/27/18,8.72,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",79,"H,,S",87,",,W",73,",,W",190,",,W",190,",,W",17,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/28/18,10.29,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",82,"H,,S",90,",,W",76,",,W",190,",,W",190,",,W",21,",,W",23.9,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/29/18,9.84,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",84,"H,,S",92,",,W",73,",,W",240,",,W",250,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/30/18,10.51,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",83,"H,,S",92,",,W",77,",,W",330,",,W",320,",,W",18.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/31/18,13.65,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",77,",,W",71,",,W",90,",,W",100,",,W",21,",,W",25.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/1/18,8.72,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",77,",,W",68,",,W",90,",,W",100,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/2/18,7.38,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",80,",,W",64,",,W",180,",,W",160,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/3/18,9.84,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",84,",,W",75,",,W",190,",,W",190,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/4/18,6.49,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",83,"H,,S",93,",,W",76,",,W",210,",,W",20,",,W",13,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/5/18,8.28,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",87,",,W",74,",,W",160,",,W",140,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/6/18,10.51,",,W",,,0.69,",,W,2400",0,",,W,2400",0,",,W,2400",80,"H,,S",89,",,W",73,",,W",20,",,W",20,",,W",25.9,",,W",32,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/7/18,8.95,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",77,",,W",70,",,W",10,",,W",60,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/8/18,12.08,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",72,",,W",62,",,W",30,",,W",30,",,W",19.9,",,W",25.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/9/18,12.53,",,W",,,0.44,",,W,2400",0,",,W,2400",0,",,W,2400",61,"H,,S",63,",,W",56,",,W",60,",,W",60,",,W",18.1,",,W",23.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/10/18,14.54,",,W",,,1.25,",,W,2400",0,",,W,2400",0,",,W,2400",60,"H,,S",65,",,W",56,",,W",80,",,W",70,",,W",25.1,",,W",34,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/11/18,4.03,",,W",,,0.27,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",76,",,W",64,",,W",40,",,W",30,",,W",8.9,",,W",11,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/12/18,3.8,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",79,",,W",71,",,W",90,",,W",100,",,W",12.1,",,W",14.1,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/13/18,9.17,",,W",,,0.11,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",78,",,W",69,",,W",60,",,W",60,",,W",14.1,",,W",18.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/14/18,9.17,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",78,",,W",67,",,W",110,",,W",120,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/15/18,5.37,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",79,",,W",65,",,W",150,",,W",140,",,W",12.1,",,W",15,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/16/18,5.37,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",80,",,W",64,",,W",190,",,W",190,",,W",13,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/17/18,8.95,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",79,",,W",65,",,W",160,",,W",160,",,W",18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/18/18,12.3,",,W",,,0.67,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",81,",,W",70,",,W",190,",,W",190,",,W",23.9,",,W",30,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/19/18,9.84,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",84,",,W",67,",,W",30,",,W",50,",,W",17,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/20/18,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",73,",,W",64,",,W",60,",,W",70,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/21/18,14.76,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",73,",,W",67,",,W",190,",,W",190,",,W",23.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/22/18,12.75,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",75,",,W",63,",,W",340,",,W",330,",,W",25.9,",,W",34,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/23/18,6.04,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",69,",,W",61,",,W",60,",,W",10,",,W",10.1,",,W",13,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/24/18,13.42,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",71,",,W",57,",,W",100,",,W",100,",,W",25.1,",,W",33.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/25/18,14.99,",,W",,,0.81,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",73,",,W",58,",,W",110,",,W",120,",,W",28,",,W",35.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/26/18,13.42,",,W",,,0.36,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",79,",,W",64,",,W",190,",,W",180,",,W",21,",,W",27.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/27/18,12.75,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",75,",,W",61,",,W",120,",,W",360,",,W",19.9,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/28/18,10.51,",,W",,,1.26,",,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",65,",,W",56,",,W",20,",,W",10,",,W",23.9,",,W",31.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/29/18,7.61,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",76,",,W",58,",,W",350,",,W",350,",,W",15,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/30/18,7.61,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",70,",,W",54,",,W",200,",,W",190,",,W",13,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/1/18,10.74,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",75,",,W",63,",,W",180,",,W",190,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/2/18,12.75,",,W",,,0.33,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",77,",,W",65,",,W",270,",,W",270,",,W",32,",,W",40,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/3/18,8.72,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",78,",,W",63,",,W",310,",,W",320,",,W",17,",,W",23,",,W",,,,,1,",,W",,,,,,,,,,
